TABLE UD- Livello 1 ;Liv 2;Liv 3;Liv 4;Liv 5;Liv 6;Liv 7;Liv 8;Liv 9;Liv 10;Columns;FK Name;R Table
;;;FAS_CONTEN_VER_AIP_FASCICOLO;;;;;;;ID_VER_AIP_FASCICOLO_FIGLIO;FK_CONTEN_VER_AIP_FASC_FIGLIO;FAS_VER_AIP_FASCICOLO
;;;FAS_CONTEN_VER_AIP_FASCICOLO;;;;;;;ID_VER_AIP_FASCICOLO;FK_CONTEN_VER_AIP_FASC_VER_AIP;FAS_VER_AIP_FASCICOLO
;;;FAS_META_VER_AIP_FASCICOLO;;;;;;;ID_VER_AIP_FASCICOLO;FK_META_VER_AIP_FASC_VER_AIP;FAS_VER_AIP_FASCICOLO
;;;;FAS_FILE_META_VER_AIP_FASC;;;;;;ID_META_VER_AIP_FASCICOLO;FK_FILE_META_VER_AIP_FASC_ITEM;FAS_META_VER_AIP_FASCICOLO
;;;;FAS_XSD_META_VER_AIP_FASC;;;;;;ID_META_VER_AIP_FASCICOLO;FK_XSD_META_VER_AIP_FASC_META;FAS_META_VER_AIP_FASCICOLO
;;;FAS_SIP_VER_AIP_FASCICOLO;;;;;;;ID_VER_AIP_FASCICOLO;FK_SIP_VER_AIP_FASC_VER_AIP;FAS_VER_AIP_FASCICOLO
;;;FAS_FILE_META_VER_AIP_FASC_OBJECT_STORAGE;;;;;;;ID_VER_AIP_FASCICOLO;FK_VER_AIP_FASC_FAS_VER_AIP_FASC_OBJ_STO;FAS_VER_AIP_FASCICOLO
;;FAS_AIP_FASCICOLO_DA_ELAB;;;;;;;;ID_FASCICOLO;FK_AIP_FASC_DAELAB_FASC;FAS_FASCICOLO
;;;FAS_UD_AIP_FASCICOLO_DA_ELAB;;;;;;;ID_AIP_FASCICOLO_DA_ELAB;FK_UD_AIP_FASC_DAELAB_AIP_FASC;FAS_AIP_FASCICOLO_DA_ELAB
;;FAS_AMMIN_PARTEC;;;;;;;;ID_FASCICOLO;FK_AMN_PART_FASC;FAS_FASCICOLO
;;ELV_ELENCO_VERS_FASC_ANNUL;;;;;;;;ID_FASCICOLO;FK_ELE_VRS_FASC_ANN_FASC;FAS_FASCICOLO
;;FAS_STATO_FASCICOLO_ELENCO;;;;;;;;ID_FASCICOLO;FK_ELV_STATO_FASC_ELE;FAS_FASCICOLO
;;FAS_EVENTO_FASCICOLO;;;;;;;;ID_FASCICOLO;FK_FAS_EVENTO_FAS;FAS_FASCICOLO
;;ELV_FASC_DA_ELAB_ELENCO;;;;;;;;ID_FASCICOLO;FK_FASC_DAELB_ELE_FASC;FAS_FASCICOLO
;;FAS_FASCICOLO;;;;;;;;ID_FASCICOLO_PADRE;FK_FASC_PADRE;FAS_FASCICOLO
;;ARO_ITEM_RICH_ANNUL_VERS;;;;;;;;ID_FASCICOLO;FK_ITEM_RICH_ANN_VRS_FASC;FAS_FASCICOLO
;;;ARO_ERR_RICH_ANNUL_VERS;;;;;;;ID_ITEM_RICH_ANNUL_VERS;FK_ERR_RICH_ANN_VRS_ITEM;ARO_ITEM_RICH_ANNUL_VERS
;;FAS_LINK_FASCICOLO;;;;;;;;ID_FASCICOLO_LINK;FK_LINK_FASC_ARRIVO;FAS_FASCICOLO
;;FAS_LINK_FASCICOLO;;;;;;;;ID_FASCICOLO;FK_LINK_FASC_PARTENZA;FAS_FASCICOLO
;;FAS_RESP_FASCICOLO;;;;;;;;ID_FASCICOLO;FK_RESP_FASC;FAS_FASCICOLO
;;VRS_SES_FASCICOLO_KO;;;;;;;;ID_FASCICOLO;FK_SES_FASC_KO_FASC;FAS_FASCICOLO
;;;VRS_ERR_SES_FASCICOLO_KO;;;;;;;ID_SES_FASCICOLO_KO;FK_ERR_SES_FASC_KO;VRS_SES_FASCICOLO_KO
;;;VRS_XML_SES_FASCICOLO_KO;;;;;;;ID_SES_FASCICOLO_KO;FK_XML_SES_FASC_KO_NP;VRS_SES_FASCICOLO_KO
;;;VRS_XML_SES_FASC_KO_OBJECT_STORAGE;;;;;;;ID_SES_FASCICOLO_KO;FK_XML_SES_FASC_VRS_XML_SES_FASC_KO_OBJ_STO;VRS_SES_FASCICOLO_KO
;;ARO_FIRMA_COMP;;;;;;;;ID_FASCICOLO;FK_SOG_FASC;FAS_FASCICOLO
;;;FAS_COD_IDE_SOG;;;;;;;ID_SOG_FASCICOLO;FK_FAS_COD_IDE_SOG_SOG_FASC;FAS_SOG_FASCICOLO
;;;FAS_EVENTO_SOG;;;;;;;ID_SOG_FASCICOLO;FK_FAS_EVENTO_SOG;FAS_SOG_FASCICOLO
;;;FAS_IND_RIF_SOG;;;;;;;ID_SOG_FASCICOLO;FK_FAS_IND_RIF_SOG_FASC;FAS_SOG_FASCICOLO
;;FAS_STATO_CONSERV_FASCICOLO;;;;;;;;ID_FASCICOLO;FK_STATO_CONS_FASC;FAS_FASCICOLO
;;FAS_UNITA_DOC_FASCICOLO;;;;;;;;ID_FASCICOLO;FK_UD_FASC;FAS_FASCICOLO
;;FAS_UNI_ORG_RESP_FASCICOLO;;;;;;;;ID_FASCICOLO;FK_UNI_ORG_RESP_FASC;FAS_FASCICOLO
;;FAS_VALORE_ATTRIB_FASCICOLO;;;;;;;;ID_FASCICOLO;FK_VL_ATTB_FASC_ID;FAS_FASCICOLO
;;FAS_VOCE_CLASSIF;;;;;;;;ID_FASCICOLO;FK_VOCE_CLA_FASC;FAS_FASCICOLO
;;FAS_WARN_FASCICOLO;;;;;;;;ID_FASCICOLO;FK_WARN_FASC;FAS_FASCICOLO
;;FAS_XML_VERS_FASCICOLO;;;;;;;;ID_FASCICOLO;FK_XML_FASC;FAS_FASCICOLO
;;;FAS_SIP_VER_AIP_FASCICOLO;;;;;;;ID_XML_VERS_FASCICOLO_RICH;FK_SIP_VER_AIP_FASC_VERS_RICH;FAS_XML_VERS_FASCICOLO
;;;FAS_SIP_VER_AIP_FASCICOLO;;;;;;;ID_XML_VERS_FASCICOLO_RISP;FK_SIP_VER_AIP_FASC_VERS_RISP;FAS_XML_VERS_FASCICOLO
;;FAS_XML_FASC_OBJECT_STORAGE;;;;;;;;ID_FASCICOLO;FK_XML_FASC_OS_FASC;FAS_FASCICOLO
;;FAS_XML_FASCICOLO;;;;;;;;ID_FASCICOLO;FK_XML_SPEC_FASC;FAS_FASCICOLO
;;FAS_XML_VERS_FASC_OBJECT_STORAGE;;;;;;;;ID_FASCICOLO;FK_XML_VERS_FASC_OS_FASC;FAS_FASCICOLO
;FAS_FASCICOLO;;;;;;;;;ID_UNITA_DOC_FIRST;FK_FASC_UNI_DOC_FIRST;ARO_UNITA_DOC
;;FAS_VER_AIP_FASCICOLO;;;;;;;;ID_FASCICOLO;FAS_VER_AIP_FASCICOLO;FAS_FASCICOLO
;;;FAS_CONTEN_VER_AIP_FASCICOLO;;;;;;;ID_VER_AIP_FASCICOLO_FIGLIO;FK_CONTEN_VER_AIP_FASC_FIGLIO;FAS_VER_AIP_FASCICOLO
;;;FAS_CONTEN_VER_AIP_FASCICOLO;;;;;;;ID_VER_AIP_FASCICOLO;FK_CONTEN_VER_AIP_FASC_VER_AIP;FAS_VER_AIP_FASCICOLO
;;;FAS_META_VER_AIP_FASCICOLO;;;;;;;ID_VER_AIP_FASCICOLO;FK_META_VER_AIP_FASC_VER_AIP;FAS_VER_AIP_FASCICOLO
;;;;FAS_FILE_META_VER_AIP_FASC;;;;;;ID_META_VER_AIP_FASCICOLO;FK_FILE_META_VER_AIP_FASC_ITEM;FAS_META_VER_AIP_FASCICOLO
;;;;FAS_XSD_META_VER_AIP_FASC;;;;;;ID_META_VER_AIP_FASCICOLO;FK_XSD_META_VER_AIP_FASC_META;FAS_META_VER_AIP_FASCICOLO
;;;FAS_SIP_VER_AIP_FASCICOLO;;;;;;;ID_VER_AIP_FASCICOLO;FK_SIP_VER_AIP_FASC_VER_AIP;FAS_VER_AIP_FASCICOLO
;;;FAS_FILE_META_VER_AIP_FASC_OBJECT_STORAGE;;;;;;;ID_VER_AIP_FASCICOLO;FK_VER_AIP_FASC_FAS_VER_AIP_FASC_OBJ_STO;FAS_VER_AIP_FASCICOLO
;;FAS_AIP_FASCICOLO_DA_ELAB;;;;;;;;ID_FASCICOLO;FK_AIP_FASC_DAELAB_FASC;FAS_FASCICOLO
;;;FAS_UD_AIP_FASCICOLO_DA_ELAB;;;;;;;ID_AIP_FASCICOLO_DA_ELAB;FK_UD_AIP_FASC_DAELAB_AIP_FASC;FAS_AIP_FASCICOLO_DA_ELAB
;;FAS_AMMIN_PARTEC;;;;;;;;ID_FASCICOLO;FK_AMN_PART_FASC;FAS_FASCICOLO
;;ELV_ELENCO_VERS_FASC_ANNUL;;;;;;;;ID_FASCICOLO;FK_ELE_VRS_FASC_ANN_FASC;FAS_FASCICOLO
;;FAS_STATO_FASCICOLO_ELENCO;;;;;;;;ID_FASCICOLO;FK_ELV_STATO_FASC_ELE;FAS_FASCICOLO
;;FAS_EVENTO_FASCICOLO;;;;;;;;ID_FASCICOLO;FK_FAS_EVENTO_FAS;FAS_FASCICOLO
;;ELV_FASC_DA_ELAB_ELENCO;;;;;;;;ID_FASCICOLO;FK_FASC_DAELB_ELE_FASC;FAS_FASCICOLO
;;FAS_FASCICOLO;;;;;;;;ID_FASCICOLO_PADRE;FK_FASC_PADRE;FAS_FASCICOLO
;;ARO_ITEM_RICH_ANNUL_VERS;;;;;;;;ID_FASCICOLO;FK_ITEM_RICH_ANN_VRS_FASC;FAS_FASCICOLO
;;;ARO_ERR_RICH_ANNUL_VERS;;;;;;;ID_ITEM_RICH_ANNUL_VERS;FK_ERR_RICH_ANN_VRS_ITEM;ARO_ITEM_RICH_ANNUL_VERS
;;FAS_LINK_FASCICOLO;;;;;;;;ID_FASCICOLO_LINK;FK_LINK_FASC_ARRIVO;FAS_FASCICOLO
;;FAS_LINK_FASCICOLO;;;;;;;;ID_FASCICOLO;FK_LINK_FASC_PARTENZA;FAS_FASCICOLO
;;FAS_RESP_FASCICOLO;;;;;;;;ID_FASCICOLO;FK_RESP_FASC;FAS_FASCICOLO
;;VRS_SES_FASCICOLO_KO;;;;;;;;ID_FASCICOLO;FK_SES_FASC_KO_FASC;FAS_FASCICOLO
;;;VRS_ERR_SES_FASCICOLO_KO;;;;;;;ID_SES_FASCICOLO_KO;FK_ERR_SES_FASC_KO;VRS_SES_FASCICOLO_KO
;;;VRS_XML_SES_FASCICOLO_KO;;;;;;;ID_SES_FASCICOLO_KO;FK_XML_SES_FASC_KO_NP;VRS_SES_FASCICOLO_KO
;;;VRS_XML_SES_FASC_KO_OBJECT_STORAGE;;;;;;;ID_SES_FASCICOLO_KO;FK_XML_SES_FASC_VRS_XML_SES_FASC_KO_OBJ_STO;VRS_SES_FASCICOLO_KO
;;FAS_SOG_FASCICOLO;;;;;;;;ID_FASCICOLO;FK_SOG_FASC;FAS_FASCICOLO
;;;FAS_COD_IDE_SOG;;;;;;;ID_SOG_FASCICOLO;FK_FAS_COD_IDE_SOG_SOG_FASC;FAS_SOG_FASCICOLO
;;;FAS_EVENTO_SOG;;;;;;;ID_SOG_FASCICOLO;FK_FAS_EVENTO_SOG;FAS_SOG_FASCICOLO
;;;FAS_IND_RIF_SOG;;;;;;;ID_SOG_FASCICOLO;FK_FAS_IND_RIF_SOG_FASC;FAS_SOG_FASCICOLO
;;FAS_STATO_CONSERV_FASCICOLO;;;;;;;;ID_FASCICOLO;FK_STATO_CONS_FASC;FAS_FASCICOLO
;;FAS_UNITA_DOC_FASCICOLO;;;;;;;;ID_FASCICOLO;FK_UD_FASC;FAS_FASCICOLO
;;FAS_UNI_ORG_RESP_FASCICOLO;;;;;;;;ID_FASCICOLO;FK_UNI_ORG_RESP_FASC;FAS_FASCICOLO
;;FAS_VALORE_ATTRIB_FASCICOLO;;;;;;;;ID_FASCICOLO;FK_VL_ATTB_FASC_ID;FAS_FASCICOLO
;;FAS_VOCE_CLASSIF;;;;;;;;ID_FASCICOLO;FK_VOCE_CLA_FASC;FAS_FASCICOLO
;;FAS_WARN_FASCICOLO;;;;;;;;ID_FASCICOLO;FK_WARN_FASC;FAS_FASCICOLO
;;FAS_XML_VERS_FASCICOLO;;;;;;;;ID_FASCICOLO;FK_XML_FASC;FAS_FASCICOLO
;;;FAS_SIP_VER_AIP_FASCICOLO;;;;;;;ID_XML_VERS_FASCICOLO_RICH;FK_SIP_VER_AIP_FASC_VERS_RICH;FAS_XML_VERS_FASCICOLO
;;;FAS_SIP_VER_AIP_FASCICOLO;;;;;;;ID_XML_VERS_FASCICOLO_RISP;FK_SIP_VER_AIP_FASC_VERS_RISP;FAS_XML_VERS_FASCICOLO
;;FAS_XML_FASC_OBJECT_STORAGE;;;;;;;;ID_FASCICOLO;FK_XML_FASC_OS_FASC;FAS_FASCICOLO
;;FAS_XML_FASCICOLO;;;;;;;;ID_FASCICOLO;FK_XML_SPEC_FASC;FAS_FASCICOLO
;;FAS_XML_VERS_FASC_OBJECT_STORAGE;;;;;;;;ID_FASCICOLO;FK_XML_VERS_FASC_OS_FASC;FAS_FASCICOLO
;FAS_UNITA_DOC_FASCICOLO;;;;;;;;;ID_UNITA_DOC;FK_UD_FASC_UNI_DOC;ARO_UNITA_DOC
;REC_UNITA_DOC_RECUP;;;;;;;;;ID_UNITA_DOC;FK_UNI_DOC_REC_UNI_DOC;ARO_UNITA_DOC
;;REC_SESSIONE_RECUP;;;;;;;;ID_UNITA_DOC_RECUP;FK_SES_REC_UNI_DOC_REC;REC_UNITA_DOC_RECUP
;;;REC_DT_VERS_RECUP;;;;;;;ID_SESSIONE_RECUP;FK_DT_VERS_REC_SES_REC;REC_SESSIONE_RECUP
;;;SEQ_UD_APPART_SEQUESTRO;;;;;;;ID_SESSIONE_RECUP;FK_UD_APP_SEQ_SES_REC;REC_SESSIONE_RECUP
;SEQ_DOC_PROVVED_SEQUESTRO;;;;;;;;;ID_UNITA_DOC;FK_DOC_PROV_SEQ_UNI_DOC;ARO_UNITA_DOC
;SEQ_UD_APPART_SEQUESTRO;;;;;;;;;ID_UNITA_DOC;FK_UD_APP_SEQ_UNI_DOC;ARO_UNITA_DOC
;SER_UD_ERR_FILE_INPUT;;;;;;;;;ID_UNITA_DOC;FK_UD_ERR_FILE_INP_UNI_DOC;ARO_UNITA_DOC
;TMP_UNITA_DOC_DA_RIELAB_ERR;;;;;;;;;ID_UNITA_DOC;FK_UD_DA_RIELAB_ERR_UNI_DOC;ARO_UNITA_DOC
;VOL_APPART_UNITA_DOC_VOLUME;;;;;;;;;ID_UNITA_DOC;FK_APP_UNI_DOC_VOL_UNI_DOC;ARO_UNITA_DOC
;;VOL_APPART_DOC_VOLUME;;;;;;;;ID_APPART_UNITA_DOC_VOLUME;FK_APP_DOC_VOL_APP_UNI_DOC;VOL_APPART_UNITA_DOC_VOLUME
;;;VOL_APPART_COMP_VOLUME;;;;;;;ID_APPART_DOC_VOLUME;FK_APP_COMP_VOL_APP_DOC_VOL;VOL_APPART_DOC_VOLUME
;;;;VOL_APPART_FIRMA_VOLUME;;;;;;ID_APPART_COMP_VOLUME;FK_APP_FIR_VOL_APP_FIL_VOL;VOL_APPART_COMP_VOLUME
;;;;;VOL_VERIF_FIRMA_VOLUME;;;;;ID_APPART_FIRMA_VOLUME;FK_VER_FIR_VOL_APP_FIR_VOL;VOL_APPART_FIRMA_VOLUME
;;;;;;VOL_CONTR_VERIF_FIRMA_VOLUME;;;;ID_VERIF_FIRMA_VOLUME;FK_CTR_VER_FIR_VOL_VER_FIR_VOL;VOL_VERIF_FIRMA_VOLUME
;VOL_VOLUME_VERS_UD_ANNUL;;;;;;;;;ID_UNITA_DOC;FK_ELE_VRS_UD_ANN_UNI_DOCV1;ARO_UNITA_DOC
;VRS_SESSIONE_VERS;;;;;;;;;ID_UNITA_DOC;FK_SES_VRS_UNI_DOC;ARO_UNITA_DOC
;;VRS_DATI_SESSIONE_VERS;;;;;;;;ID_SESSIONE_VERS;FK_DAT_SES_VRS_SES_VRS;VRS_SESSIONE_VERS
;;;VRS_XML_DATI_SES_OBJECT_STORAGE;;;;;;;ID_DATI_SESSIONE_VERS;FK_DAT_SES_VRS_XML_DATI_SES_OBJ_STO;VRS_DATI_SESSIONE_VERS
;;;VRS_ERR_SESSIONE_VERS;;;;;;;ID_DATI_SESSIONE_VERS;FK_ERR_SES_VRS_DAT_SES_VRS;VRS_DATI_SESSIONE_VERS
;;;VRS_FILE_SESSIONE_DA_DROPPARE;;;;;;;ID_DATI_SESSIONE_VERS;FK_FIL_SES_DAT_SES_VRS;VRS_DATI_SESSIONE_VERS
;;;;VRS_FILE_SES_OBJECT_STORAGE;;;;;;ID_FILE_SESSIONE;FK_SES_OBJ_STO_FILE_SES;VRS_FILE_SESSIONE_DA_DROPPARE
;;;VRS_XML_MODELLO_SESSIONE_VERS;;;;;;;ID_DATI_SESSIONE_VERS;FK_VRS_XML_DAT_SES_VRS;VRS_DATI_SESSIONE_VERS
;;;VRS_XML_DATI_SESSIONE_VERS;;;;;;;ID_DATI_SESSIONE_VERS;FK_XML_DAT_SES_VRS;VRS_DATI_SESSIONE_VERS
;;;;VRS_URN_XML_SESSIONE_VERS;;;;;;ID_XML_DATI_SESSIONE_VERS;FK_URN_XML_SES_VRS;VRS_XML_DATI_SESSIONE_VERS
;;VRS_SESSIONE_VERS_SOSP_DA_DROPPARE;;;;;;;;ID_SESSIONE_VERS;FK_SES_VRS_SOSP_SES_VRS;VRS_SESSIONE_VERS
;VRS_SESSIONE_VERS_KO;;;;;;;;;ID_UNITA_DOC;FK_SES_VRS_UNI_DOC_KO;ARO_UNITA_DOC
;;VRS_DATI_SESSIONE_VERS_KO;;;;;;;;ID_SESSIONE_VERS_KO;FK_SESSIONE_VERS_KO;VRS_SESSIONE_VERS_KO
;;;VRS_XML_DATI_SES_OBJECT_STORAGE_KO;;;;;;;ID_DATI_SESSIONE_VERS_KO;FK_DAT_SES_VRS_XML_DATI_SES_OBJ_STO_KO;VRS_DATI_SESSIONE_VERS_KO
;;;VRS_FILE_SESSIONE_KO;;;;;;;ID_DATI_SESSIONE_VERS_KO;FK_ID_DATI_SESSIONE_VERS_KO;VRS_DATI_SESSIONE_VERS_KO
;;;;VRS_CONTENUTO_FILE_KO;;;;;;ID_FILE_SESSIONE_KO;FK_CONTENUTO_FILE_VRS_KO;VRS_FILE_SESSIONE_KO
;;;;VRS_FILE_SES_OBJECT_STORAGE_KO;;;;;;ID_FILE_SESSIONE_KO;FK_FILE_OBJ_STO_VRS_KO;VRS_FILE_SESSIONE_KO
;;;VRS_ERR_SESSIONE_VERS_KO;;;;;;;ID_DATI_SESSIONE_VERS_KO;FK_VRS_ERR_SESSIONE_VERS_KO;VRS_DATI_SESSIONE_VERS_KO
;;;VRS_XML_DATI_SESSIONE_VERS_KO;;;;;;;ID_DATI_SESSIONE_VERS_KO;FK_VRS_XML_DATI_SESSIONE_VERS_KO;VRS_DATI_SESSIONE_VERS_KO
;;;;VRS_URN_XML_SESSIONE_VERS_KO;;;;;;ID_XML_DATI_SESSIONE_VERS_KO;FK_URN_XML_SES_VRS_KO;VRS_XML_DATI_SESSIONE_VERS_KO
